id_projeto,desc_nome,situacao,organizacao_resp,valor_investimento_previsto,qtd_investimentos_previstos,somente_investimento_001,dt_inicial_prevista,dt_final_prevista,natureza_intervencao,especie_intervencao,sistema_resp,latitude_representativa_publica,longitude_representativa_publica,qtd_coordenadas_encontradas
111228.42-54,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59204.002475/2016-62,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,322500.0,1,False,2017-08-03,2018-08-02,Obra,Recuperação,CIPI,-27.9737200245388,-49.09861,1
127107.42-57,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA – CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC,Cancelada,MINISTERIO DA ECONOMIA,256000.0,1,False,2017-12-29,2020-12-29,Obra,Construção,CIPI,,,0
57383.42-87,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,5326268.0,1,False,2025-08-29,2028-12-28,Obra,Construção,SISMOB,-27.136793470431513,-48.618119992461295,1
39976.42-06,Pavimentação Asfáltica em Trecho da Rua Waldemar Poyer,Concluída,MINISTERIO DA ECONOMIA,673048.6,1,False,2021-09-02,2025-09-21,Obra,Construção,Transferegov.br,-27.17496,-51.73662,1
29887.42-51,PAVIMENTAÇÃO ASFÁLTICA NO MUNICÍPIO DE CURITIBANOS,Em execução,MINISTERIO DA ECONOMIA,573573.57,1,False,2023-12-14,2026-12-14,Obra,Construção,Transferegov.br,-27.20488,-50.63354,1
14560.42-22,Contratação de serviços de manutenção para a Casa de Cultura de S. Pedro de Alcântara,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,13371.35,1,False,2022-12-30,2023-03-15,Obra,Recuperação,CIPI,,,0
54610.42-44,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,2783622.0,1,False,2024-05-06,2024-06-01,Obra,Construção,SISMOB,-27.52025,-48.65125,1
1324.42-50,16 00929/2014,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,11966003.36,1,False,2015-04-06,2027-06-22,Obra,Construção,CIPI,-26.36997493,-48.68618718,1
114599.42-90,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.009871/2023-11,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,148418.41,1,False,2024-02-05,2025-02-04,Obra,Recuperação,CIPI,-26.3813900218254,-49.2775,1
84177.42-11,CRECHE TESTO CENTRAL,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2018-09-06,2022-11-30,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
14321.42-83,Pavimentação da Rodovia Imigrantes Trevisano,Cadastrada,MINISTERIO DA ECONOMIA,239096.0,1,False,2022-09-27,2025-09-27,Obra,Construção,Transferegov.br,-28.33187,-49.16359,1
79912.42-67,TERRENO NOVO CENTRO DE EDUCAÇÃO INFANTIL,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2018-12-14,2021-05-09,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127790.42-00,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001252/2011-74,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1232300.99,1,False,2011-11-23,2019-10-23,Obra,Recuperação,CIPI,-27.1948900232111,-49.661,1
29218.42-28,PAVIMENTAÇÃO DE ESTRADA,Cadastrada,MINISTERIO DA ECONOMIA,386000.0,1,False,2023-11-01,2025-10-30,Obra,Construção,Transferegov.br,-27.1734,-48.72348,1
114482.42-59,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000264/2017-47,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,14361.04,1,False,2018-03-28,2019-03-27,Obra,Recuperação,CIPI,-28.3861100252402,-49.38222,1
67779.42-20,658384 - CEDUP Dário Geraldo Salles - Joinville/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,97997.96,1,False,2010-11-23,2011-10-19,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
111281.42-64,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000064/2017-59,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,145932.71,1,False,2018-05-29,2019-09-25,Obra,Construção,CIPI,-27.5188900237636,-48.77806,1
67314.42-82,656484 - Esc. Educ. Infantil - Tipo C - Iraceminha/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,5797.59,1,False,2012-01-02,2012-06-30,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
135057.42-04,Reforma do Parque de Exposições Dieter Wilhelm Hornung no município de Bom Retiro/SC,Cadastrada,MINISTERIO DA ECONOMIA,490000.0,1,False,2026-06-12,2028-07-31,Obra,Construção,Transferegov.br,-27.80544,-49.45811,1
59009.42-40,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,499997.0,1,False,2019-05-20,2021-07-07,Obra,Ampliação,SISMOB,-26.900846,-52.90345790000001,1
35052.15-43,PRO. TRANSPORTE - BLUMENAU IV -  CORR. EXCL. FONTE/GARCIA   PZO.1Å’ DESEMB.:  MAI/2016    PZO.ULTIMO DESEMB.: OUT/2019,Concluída,MINISTÉRIO DAS CIDADES,65358725.55,1,False,2015-01-30,1900-01-01,Obra,Construção,SIMEC-MCID,-26.9161,-49.05763,1
85835.42-46,Creche Areias do Campeche II,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-05-31,2017-07-05,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
97648.42-84,Pavimentação e Reperfilagem Asfáltica de Vias Urbanas em Nova Erechim/SC,Em execução,MINISTERIO DA ECONOMIA,578003.02,1,False,2025-10-21,2028-09-30,Obra,Construção,Transferegov.br,-26.89844,-52.91231,1
67906.42-67,657763 - Escola Municipal - Ampliação - SÃO LOURENÇO DOESTE/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,1192085.71,1,False,2010-06-11,2011-06-06,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
5605.42-88,Acessibilidade Campus Rio do Sul: pavimentação.,Cadastrada,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",500000.0,1,False,2022-06-01,2022-12-30,Obra,Construção,CIPI,,,0
98293.42-15,Implantação de infraestrutura náutica nas orlas das praias situadas ao longo das regiões norte e sul do litoral e implantação de pórtico turístico no acesso norte do município de Garopaba/SC.,Cadastrada,MINISTERIO DA ECONOMIA,595196.0,1,False,2025-12-29,2028-09-30,Obra,Construção,Transferegov.br,-28.01386,-48.62852,8
128014.42-88,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,322461.08,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.7140600223915,-49.49686,1
77710.42-40,PAC 2 - Cobertura de Quadra Escolar 001/2013 - Campo Alegre - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-04-10,2015-06-11,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127827.42-00,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,146253.53,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.2880000233699,-49.44408,1
111052.42-16,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000474/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,42413.0,1,False,2015-06-19,2016-03-14,Obra,Recuperação,CIPI,-26.8661900226507,-52.41731,1
81502.42-44,PAC 2 - Cobertura de Quadra Escolar 002/2013 - Criciúma - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-06-02,2019-06-01,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
114323.42-09,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.007231/2022-95,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1090654.69,1,False,2023-02-14,2026-11-06,Obra,Recuperação,CIPI,-27.9927800245712,-49.11389,1
114508.42-58,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000264/2017-47,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,8528.93,1,False,2018-03-28,2019-03-27,Obra,Recuperação,CIPI,-28.4413900253341,-49.39444,1
103410.42-26,Pavimentação de estrada vicinal no Município de São José do Cedro/SC,Cadastrada,MINISTERIO DA ECONOMIA,1020000.0,1,False,2025-12-12,2029-04-12,Obra,Construção,Transferegov.br,-26.43623,-53.49291,1
68362.42-75,703263 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - CERRO NEGRO/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,613724.11,1,False,2011-11-19,2012-07-16,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
60055.42-00,ORLA ECO PARQUE,Cadastrada,MINISTERIO DA ECONOMIA,416000.0,1,False,2025-05-29,2028-05-29,Obra,Construção,Transferegov.br,-26.92483,-53.00871,1
89146.42-89,16 00004/2007,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,488320.49,1,False,2007-06-01,2008-06-24,Obra,Construção,SUPRA,-27.5969,-48.5495,1
22592.42-59,"Construção de ginásio de esportes, na comunidade de Linha Antoniolli - 1º etapa.",Concluída,MINISTERIO DA ECONOMIA,613739.22,1,False,2019-12-09,2024-06-30,Obra,Construção,Transferegov.br,-27.05878,-51.86234,1
38975.42-60,Pavimentação da Estrada Vicinal de Rio do Norte,Em execução,MINISTERIO DA ECONOMIA,449300.0,1,False,2024-06-25,2028-06-25,Obra,Construção,Transferegov.br,-27.3793,-49.48742,1
71397.42-55,Creche Municipal tipo B Itinga,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2012-10-16,2014-06-08,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
111302.42-36,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000717/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,156655.27,1,False,2017-04-26,2018-04-25,Obra,Recuperação,CIPI,-27.1028900230542,-52.81511,1
30904.42-00,Pavimentação de Acesso a Orla do Rio dos Alagados no município de Bom Jardim da Serra/SCPavimentação de Acesso a Orla do Rio dos Alagados no município de Bom Jardim da Serra/SC,Cadastrada,MINISTERIO DA ECONOMIA,2218438.2,1,False,2023-12-28,2026-12-28,Obra,Construção,Transferegov.br,-28.30723,-49.61724,1
127610.42-01,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001449/2011-11,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,3462671.82,1,False,2011-10-19,2014-06-10,Obra,Recuperação,CIPI,-27.4148500235862,-49.60341,1
100309.42-07,OBRAS DE INFRAESTRUTURA  PRODUCAO DE 39 UH  MELHORIA DE 7 UHEQUIP COMUNITARIO UMA QUADRA POLIESPORTIVA,Concluída,MINISTÉRIO DAS CIDADES,3869337.24,1,False,2012-06-26,2025-08-29,Obra,Construção,SIMEC-MCID,-29.10913,-49.63421,1
127901.42-92,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,289908.55,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.9141900227325,-49.81352,1
23915.42-81,PAVIMENTAÇÃO ASFÁLTICA NA RUA RIO DE JANEIRO E NA  RUA MARECHAL CÂNDIDO RONDON,Concluída,MINISTERIO DA ECONOMIA,589645.97,1,False,2021-08-27,2025-09-22,Obra,Construção,Transferegov.br,-27.08928,-52.59844,2
42437.42-59,Urbanização da orla do rio Itajaí-açu no município de Itajaí/SC,Cadastrada,MINISTERIO DA ECONOMIA,1000000.0,1,False,2024-08-30,2026-08-30,Obra,Reforma,Transferegov.br,-26.9031,-48.65717,3
22438.42-25,202205000118 Adequação / Quadra de tênis / 63º BI,Concluída,COMANDO DO EXÉRCITO,1405475.82,1,False,2024-01-26,2026-01-22,Outros,Recuperação,OPUS,,,0
114468.42-19,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000688/2017-10,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,76543.25,1,False,2018-03-15,2019-03-14,Obra,Recuperação,CIPI,-27.6269400239479,-51.08944,1
127963.42-01,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,12128606.69,1,False,2013-04-30,2019-01-01,Obra,Construção,CIPI,-26.9159000227354,-49.06856,1
28480.42-05,Construção de campo de futebol com grama sintética no Município de Celso Ramos/SC.,Em execução,MINISTERIO DA ECONOMIA,382382.38,1,False,2023-11-27,2026-11-27,Obra,Construção,Transferegov.br,-27.66022,-51.2835,1
111494.42-81,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002289/2017-12,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,361062.9,1,False,2018-07-06,2019-10-03,Obra,Construção,CIPI,-26.4933700220158,-49.07169,1
117946.42-56,Readequação de estrada vicinal,Em execução,MINISTERIO DA ECONOMIA,874000.0,1,False,2021-12-15,2026-12-31,Obra,Construção,CIPI,,,0
55494.42-00,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,199993.0,1,False,2018-03-15,2022-03-10,Obra,Ampliação,SISMOB,-26.799691803205675,-52.624570727348335,1
134229.42-82,	Pavimentação de estradas vicinais no município de Morro da Fumaça/SC,Cadastrada,MINISTERIO DA ECONOMIA,405833.0,1,False,2026-06-18,2029-06-18,Obra,Construção,Transferegov.br,-28.6183,-49.24292,1
110499.42-30,APOIO A PROJETO DE INFRAESTRUTURA TURÍSTICA – Pavimentação de acesso a propriedades do programa acolhida na colônia e a praça principal do município de Aurora/SC.,Concluída,MINISTERIO DA ECONOMIA,940118.77,1,False,2018-12-26,2022-09-30,Obra,Construção,CIPI,,,0
127892.42-68,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,337578.88,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.5485000238141,-49.0056,1
23255.42-23,Pavimentação Asfáltica e passeios em paver na Rua José Schmidt,Cadastrada,MINISTERIO DA ECONOMIA,691971.93,1,False,2023-07-02,2024-12-27,Obra,Construção,Transferegov.br,-27.73817,-49.95045,1
111253.42-96,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002282/2017-92,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,48506.55,1,False,2017-09-27,2018-09-26,Obra,Construção,CIPI,-27.6754300240305,-49.00816,1
114461.42-00,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000810/2017-40,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,172032.55,1,False,2018-03-15,2019-03-14,Obra,Recuperação,CIPI,-27.1336100231066,-52.10139,1
104881.42-83,Pavimentação em Asfalto e calçadas acessíveis de 300 metros da Rua Francisco Goeten,Cadastrada,MINISTERIO DA ECONOMIA,516821.77,1,False,2025-12-18,2028-09-17,Obra,Construção,Transferegov.br,-27.16148,-50.26388,2
100303.42-24,Obras de Infraestrutura pavimentacao e microdrenagem  Producao de 48 UH pelo OGU  Melhoria de 32 UH  Equip Comunitario,Concluída,MINISTÉRIO DAS CIDADES,3500011.26,1,False,2012-12-18,2022-07-31,Obra,Construção,SIMEC-MCID,-27.25108,-49.95565,1
127687.42-04,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001451/2011-82,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,200000.0,1,False,2011-11-08,2018-06-10,Obra,Recuperação,CIPI,-27.1922000232065,-49.7977,1
127697.42-60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-26.8350000225975,-52.9598,1
44796.43-03,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.008452/2022-81,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1698276.87,1,False,2023-11-06,2024-11-05,Obra,Recuperação,CIPI,-26.2619400216224,-49.37277,1
123581.42-81,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000181/2009-78,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,775518.74,1,False,2009-04-27,2010-04-23,Obra,Recuperação,CIPI,-26.8233300225776,-49.08781,1
72225.42-02,702402/10 - EEB Elza Mancelos de Moura - Guaruja do Sul/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,556742.47,1,False,2011-12-07,2014-06-24,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
80059.42-05,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Sangão - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-06-16,2016-04-30,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
71050.42-07,CEI MORRO DO MEIO,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2012-12-10,2015-02-16,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
70856.42-21,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,419691.0,1,False,2025-07-09,2025-07-09,Obra,Ampliação,SISMOB,-26.72335,-53.53005,1
78921.42-99,EMENDA PARLAMENTAR 28560003 - Loteamento Feller,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-05-31,2018-11-18,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
133922.42-37,Revitalização e melhoria da infraestrutura turística do Município de Itá/SC.,Cadastrada,MINISTERIO DA ECONOMIA,399864.0,1,False,2026-07-08,2029-07-08,Obra,Reforma,Transferegov.br,-27.28223,-52.35982,1
13950.42-79,Pavimentação Colombo Machado Salles 2ª etapa,Concluída,MINISTERIO DA ECONOMIA,493473.23,1,False,2021-09-20,2025-06-26,Obra,Construção,Transferegov.br,-27.41523,-51.76962,1
111425.42-42,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.005334/2018-63,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,870356.15,1,False,2020-01-31,2023-04-24,Obra,Construção,CIPI,-26.8222200225758,-48.61531,1
85770.42-55,EEB Juvenil da Cunha Colares - Sombrio - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2015-02-02,2017-04-01,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
93031.42-77,CNPSA - Reforma e modernização do Aviário 06 do Campo Experimental de Aves,Cadastrada,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,1789000.0,1,False,2025-10-01,2026-05-29,Obra,Reforma,CIPI,-27.313056549457,-51.9884628158452,1
127767.42-69,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,4048.31,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.0709000229996,-49.3358,1
111408.42-76,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000474/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,42413.0,1,False,2015-06-19,2016-03-14,Obra,Recuperação,CIPI,-26.8640800226471,-52.03458,1
35322.42-09,Pavimentação João Pedro Reis,Cadastrada,MINISTERIO DA ECONOMIA,245856.0,1,False,2021-09-30,2027-02-28,Obra,Construção,Transferegov.br,-26.71588,-48.74137,1
55741.42-40,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,746000.0,1,False,2022-11-17,2023-12-27,Obra,Construção,SISMOB,-26.03706502238588,-48.616814017295845,1
111331.42-50,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002586/2017-50,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,24360.19,1,False,2018-11-23,2020-11-21,Obra,Construção,CIPI,-28.020810024619,-49.59544,1
127975.42-59,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,501891.42,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.8673500226527,-49.25445,1
100348.42-77,MICRODRENAGEM PLUVIAL URBANA NO MUNICIPIO DE TUBARAO  SC,Concluída,MINISTÉRIO DAS CIDADES,3782332.83,1,False,2012-01-17,2019-05-31,Obra,Construção,SIMEC-MCID,-28.48003,-49.00526,1
34855.42-31,Pavimentação e Drenagem da Rua Maria Ferreira de Marques,Concluída,MINISTERIO DA ECONOMIA,260359.85,1,False,2021-10-28,2024-10-28,Obra,Construção,Transferegov.br,-26.8255,-48.73772,1
81910.42-91,PAC 2 - Cobertura de Quadra Escolar 001/2013 - Abelardo Luz - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-10-17,2018-06-14,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
134260.42-99,PAVIMENTAÇÃO ASFÁLTICA NA ESTRADA PARA LINHA APARECIDA,Cadastrada,MINISTERIO DA ECONOMIA,500000.0,1,False,2026-08-04,2029-08-04,Obra,Construção,Transferegov.br,-26.92731,-53.60128,1
63565.42-75,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,2026110.0,1,False,2025-06-01,2028-05-06,Obra,Construção,SISMOB,-26.012437135882447,-48.60822880271372,1
92779.43-20,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.008564/2017-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,737429.87,1,False,2018-11-06,2019-11-05,Obra,Construção,CIPI,-26.6361700222589,-50.70593,1
71208.42-68,Proinfância Areia Branca - Itajuba,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-10-20,2016-02-15,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
84518.42-87,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Riqueza - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-07-26,2017-01-08,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
93496.42-15,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,599984.0,1,False,2025-07-24,2025-08-06,Obra,Ampliação,SISMOB,-27.49196,-50.9788,1
111118.42-30,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001117/2013-91,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,57926.0,1,False,2014-08-28,2018-08-16,Obra,Recuperação,CIPI,-27.0738400230046,-49.66238,1
26321.42-31,ADEQUAÇÃO DE VIAS,Em execução,MINISTERIO DA ECONOMIA,248808.33,1,False,2023-10-24,2026-10-23,Obra,Construção,Transferegov.br,-26.47968,-49.60817,1
68148.42-22,701783 - Esc. Educ. Infantil Tipo C - Proinfância - Construção - PONTE ALTA/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,6180.14,1,False,2011-05-23,2013-05-23,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
33899.42-27,CR 872007/2018 - PAVIMENTAÇÃO DE ACESSO A ORLA DO BALNEÁRIO PÚBLICO NO MUNICÍPIO DE GRAVATAL/SC.,Concluída,MINISTERIO DA ECONOMIA,821938.01,1,False,2018-09-28,2025-06-30,Obra,Construção,Transferegov.br,-28.32525,-49.0655,1
127909.42-56,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,633337.75,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.9629800228156,-49.91498,1
71544.42-16,Creche Meu Postinho,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2013-07-22,2015-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
95335.42-75,Pavimentação de Trecho da PU 466,Cadastrada,MINISTERIO DA ECONOMIA,3500000.0,1,False,2025-08-01,2029-08-01,Obra,Construção,Transferegov.br,-26.38808,-50.89399,1
123629.42-84,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000181/2009-78,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,416129.62,1,False,2009-04-27,2010-04-23,Obra,Recuperação,CIPI,-26.8372200226013,-49.08111,1
127838.42-02,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001474/2011-97,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,175807.9,1,False,2011-10-19,2013-07-29,Obra,Recuperação,CIPI,-27.085180023024,-48.90882,1
